,ABUNDANCE,GENUS_SPECIES,PLOT,YEAR
79669,3,Centrolabrus exoletus,274,2002
79681,3,Symphodus melops,274,1995
79682,3,Symphodus melops,274,1997
79683,3,Symphodus melops,274,2004
79686,4,Symphodus melops,274,2003
79688,5,Symphodus melops,274,1998
79689,5,Symphodus melops,274,1999
79690,5,Symphodus melops,274,2000
79691,5,Symphodus melops,274,2001
79692,5,Symphodus melops,274,2002
79693,5,Symphodus melops,274,2005
79694,5,Symphodus melops,274,2006
79695,5,Symphodus melops,274,2007
79696,5,Symphodus melops,274,2008
79709,1,Merlangius merlangus,274,1999
79714,2,Merlangius merlangus,274,2003
79715,2,Merlangius merlangus,274,2008
79719,3,Merlangius merlangus,274,2005
79723,7,Merlangius merlangus,274,1998
79743,2,Crystallogobius linearis,274,1999
79744,2,Crystallogobius linearis,274,2001
79745,2,Crystallogobius linearis,274,2003
79746,2,Crystallogobius linearis,274,2007
79752,4,Crystallogobius linearis,274,2002
79756,1,Pollachius pollachius,274,1998
79758,2,Pollachius pollachius,274,2007
79770,28,Scomber scombrus,274,1996
79771,2,Manetyngel unknown,274,2007
79772,2,Manetyngel unknown,274,2008
79802,3,Pomatoschistus minutus,274,1995
79803,3,Pomatoschistus minutus,274,1996
79804,3,Pomatoschistus minutus,274,1997
79805,3,Pomatoschistus minutus,274,1998
79806,3,Pomatoschistus minutus,274,1999
79807,3,Pomatoschistus minutus,274,2000
79808,3,Pomatoschistus minutus,274,2001
79809,3,Pomatoschistus minutus,274,2002
79810,3,Pomatoschistus minutus,274,2003
79811,3,Pomatoschistus minutus,274,2004
79812,3,Pomatoschistus minutus,274,2005
79813,3,Pomatoschistus minutus,274,2006
79814,3,Pomatoschistus minutus,274,2007
79815,3,Pomatoschistus minutus,274,2008
79825,12,Pollachius virens,274,2003
79831,2,Clupea harengus,274,1999
79835,4,Clupea harengus,274,1996
79838,1,Salmo trutta,274,2000
79839,1,Salmo trutta,274,2002
79840,1,Salmo trutta,274,2004
79841,1,Salmo trutta,274,2006
79853,1,Asteroidea,274,1995
79865,1,Platichthys flesus,274,2001
79866,1,Platichthys flesus,274,2003
79867,1,Platichthys flesus,274,2004
79868,1,Platichthys flesus,274,2008
79878,1,Scophthalmus rhombus,274,1997
79879,1,Scophthalmus rhombus,274,2003
79881,1,Gasterosteidae,274,2000
79888,1,Carcinus maenas,274,1997
79889,1,Carcinus maenas,274,2006
79900,3,Carcinus maenas,274,1995
79901,3,Carcinus maenas,274,1999
79903,1,Palaemon adspersus,274,2000
79907,2,Palaemon adspersus,274,1995
79908,2,Palaemon adspersus,274,1999
79909,2,Palaemon adspersus,274,2001
79910,2,Palaemon adspersus,274,2002
79911,2,Palaemon adspersus,274,2004
79912,2,Palaemon adspersus,274,2006
79913,2,Palaemon adspersus,274,2007
79922,5,Palaemon adspersus,274,1997
79931,1,Trachurus trachurus,274,2005
79937,2,Gobiusculus flavescens,274,2000
79947,3,Gobiusculus flavescens,274,1995
79948,3,Gobiusculus flavescens,274,1997
79949,3,Gobiusculus flavescens,274,1998
79950,3,Gobiusculus flavescens,274,2006
79954,4,Gobiusculus flavescens,274,2002
79955,4,Gobiusculus flavescens,274,2003
79956,4,Gobiusculus flavescens,274,2004
79957,4,Gobiusculus flavescens,274,2005
79958,4,Gobiusculus flavescens,274,2007
79959,4,Gobiusculus flavescens,274,2008
79963,5,Gobiusculus flavescens,274,1999
79964,5,Gobiusculus flavescens,274,2001
79973,1,Sygnathus typhle,274,2002
79990,1,Spinachia spinachia,274,1995
79991,1,Spinachia spinachia,274,1997
79992,1,Spinachia spinachia,274,2005
79993,1,Spinachia spinachia,274,2006
79994,1,Spinachia spinachia,274,2008
79996,2,Spinachia spinachia,274,1998
79997,2,Spinachia spinachia,274,1999
79998,2,Spinachia spinachia,274,2001
79999,2,Spinachia spinachia,274,2003
80000,2,Spinachia spinachia,274,2007
80010,3,Spinachia spinachia,274,2000
80011,4,Spinachia spinachia,274,2004
80017,1,Gadus morhua,274,1997
80018,1,Gadus morhua,274,1999
80019,1,Gadus morhua,274,2001
80020,1,Gadus morhua,274,2005
80025,2,Gadus morhua,274,2002
80026,2,Gadus morhua,274,2006
80033,7,Gadus morhua,274,2000
80034,7,Gadus morhua,274,2007
80038,20,Gadus morhua,274,1998
80047,1,Scorpaenidae,274,1995
80048,1,Scorpaenidae,274,1996
80049,1,Scorpaenidae,274,1997
80050,1,Scorpaenidae,274,1999
80051,1,Scorpaenidae,274,2000
80052,1,Scorpaenidae,274,2001
80053,1,Scorpaenidae,274,2002
80324,1,Anguilla anguilla,291,1997
80325,1,Anguilla anguilla,291,2000
80326,1,Anguilla anguilla,291,2001
80327,1,Anguilla anguilla,291,2005
80328,1,Anguilla anguilla,291,2008
80337,3,Anguilla anguilla,291,1996
80407,3,Ctenolabrus rupestris,291,1995
80408,3,Ctenolabrus rupestris,291,1997
80409,3,Ctenolabrus rupestris,291,1998
80410,3,Ctenolabrus rupestris,291,1999
80411,3,Ctenolabrus rupestris,291,2000
80412,3,Ctenolabrus rupestris,291,2001
80413,3,Ctenolabrus rupestris,291,2002
80414,3,Ctenolabrus rupestris,291,2003
80415,3,Ctenolabrus rupestris,291,2004
80416,3,Ctenolabrus rupestris,291,2005
80417,3,Ctenolabrus rupestris,291,2006
80418,3,Ctenolabrus rupestris,291,2007
80419,3,Ctenolabrus rupestris,291,2008
80431,1,Labrus bergylta,291,1999
80432,1,Labrus bergylta,291,2002
80433,1,Labrus bergylta,291,2005
80438,2,Labrus bergylta,291,1998
80439,2,Labrus bergylta,291,2003
80440,2,Labrus bergylta,291,2006
80444,4,Labrus bergylta,291,2004
80448,1,Cyanea capillata,291,2002
80449,1,Cyanea capillata,291,2007
80454,4,Cyanea capillata,291,1995
80455,7,Cyanea capillata,291,2003
80456,8,Cyanea capillata,291,2004
80457,14,Cyanea capillata,291,1998
80468,3,Sprattus sprattus,291,1999
80469,1,Pagurus prideaux,291,1996
80470,3,Pagurus prideaux,291,2000
80476,1,Callionymus lyra,291,2004
80481,1,Hippoglossoides platessoides,291,2001
80483,1,Symphodus melops,291,1997
80484,1,Symphodus melops,291,1998
80486,2,Symphodus melops,291,1996
80487,2,Symphodus melops,291,2004
80500,3,Symphodus melops,291,2000
80501,3,Symphodus melops,291,2003
80502,3,Symphodus melops,291,2007
80504,4,Symphodus melops,291,1995
80505,4,Symphodus melops,291,2005
80506,4,Symphodus melops,291,2008
80512,5,Symphodus melops,291,1999
80513,5,Symphodus melops,291,2001
80514,5,Symphodus melops,291,2002
80515,5,Symphodus melops,291,2006
80521,1,Entelurus aequoreus,291,2001
80530,1,Merlangius merlangus,291,1996
80531,1,Merlangius merlangus,291,2004
80536,2,Merlangius merlangus,291,2002
80537,2,Merlangius merlangus,291,2003
80547,8,Merlangius merlangus,291,2005
80554,43,Merlangius merlangus,291,1998
80565,1,Eutrigla gurnardus,291,1996
80566,1,Eutrigla gurnardus,291,1997
80567,1,Eutrigla gurnardus,291,2001
80569,3,Eutrigla gurnardus,291,1995
80574,2,Echinoidea,291,2005
80586,2,Crystallogobius linearis,291,1998
80587,2,Crystallogobius linearis,291,2001
80588,2,Crystallogobius linearis,291,2008
80595,3,Crystallogobius linearis,291,1997
80596,3,Crystallogobius linearis,291,1999
80600,4,Crystallogobius linearis,291,2004
80601,4,Crystallogobius linearis,291,2007
80622,4,Pollachius pollachius,291,2007
80634,2,Manetyngel unknown,291,2007
80639,4,Manetyngel unknown,291,2008
80687,3,Pomatoschistus minutus,291,1995
80688,3,Pomatoschistus minutus,291,1996
80689,3,Pomatoschistus minutus,291,1997
80690,3,Pomatoschistus minutus,291,1998
80691,3,Pomatoschistus minutus,291,1999
80692,3,Pomatoschistus minutus,291,2000
80693,3,Pomatoschistus minutus,291,2001
80694,3,Pomatoschistus minutus,291,2002
80695,3,Pomatoschistus minutus,291,2003
80696,3,Pomatoschistus minutus,291,2004
80697,3,Pomatoschistus minutus,291,2005
80698,3,Pomatoschistus minutus,291,2006
80699,3,Pomatoschistus minutus,291,2007
80700,3,Pomatoschistus minutus,291,2008
80717,1,Pollachius virens,291,2000
80724,3,Pollachius virens,291,2001
80730,2,Clupea harengus,291,1999
80737,1,Salmo trutta,291,2004
80743,2,Polioptila caerulea,291,2000
80755,1,Asteroidea,291,1995
80781,1,Platichthys flesus,291,1999
80782,1,Platichthys flesus,291,2001
80783,1,Platichthys flesus,291,2003
80793,1,Scophthalmus rhombus,291,2001
80800,1,Phrynorhombus norvegicus,291,1998
80802,1,Gasterosteidae,291,1997
80803,2,Gasterosteidae,291,2003
80808,3,Gasterosteidae,291,2008
80816,1,Carcinus maenas,291,2001
80817,1,Carcinus maenas,291,2004
80818,1,Carcinus maenas,291,2008
80821,2,Carcinus maenas,291,1997
80822,2,Carcinus maenas,291,2002
80823,2,Carcinus maenas,291,2005
80824,2,Carcinus maenas,291,2006
80842,3,Carcinus maenas,291,1998
80843,1,Palaemon adspersus,291,2004
80850,2,Palaemon adspersus,291,2000
80851,2,Palaemon adspersus,291,2001
80852,2,Palaemon adspersus,291,2002
80853,2,Palaemon adspersus,291,2003
80854,2,Palaemon adspersus,291,2005
80855,2,Palaemon adspersus,291,2006
80868,3,Palaemon adspersus,291,1999
80870,5,Palaemon adspersus,291,1997
80881,4,Trisopterus minutus,291,1998
80883,2,Trachurus trachurus,291,1998
80884,2,Trachurus trachurus,291,1999
80893,2,Gobiusculus flavescens,291,1995
80894,2,Gobiusculus flavescens,291,1999
80895,2,Gobiusculus flavescens,291,2001
80912,4,Gobiusculus flavescens,291,1997
80913,4,Gobiusculus flavescens,291,1998
80914,4,Gobiusculus flavescens,291,2000
80915,4,Gobiusculus flavescens,291,2004
80916,4,Gobiusculus flavescens,291,2005
80917,4,Gobiusculus flavescens,291,2006
80918,4,Gobiusculus flavescens,291,2007
80919,4,Gobiusculus flavescens,291,2008
80926,5,Gobiusculus flavescens,291,2002
80931,1,Sygnathus typhle,291,2005
80945,1,Pholis gunnellus,291,2001
80946,1,Pholis gunnellus,291,2002
80947,1,Pholis gunnellus,291,2005
80962,1,Spinachia spinachia,291,1999
80963,1,Spinachia spinachia,291,2001
80964,1,Spinachia spinachia,291,2002
80965,1,Spinachia spinachia,291,2003
80966,1,Spinachia spinachia,291,2007
80968,2,Spinachia spinachia,291,1995
80969,2,Spinachia spinachia,291,2005
80970,2,Spinachia spinachia,291,2008
80986,3,Spinachia spinachia,291,1998
80987,3,Spinachia spinachia,291,2004
80990,4,Spinachia spinachia,291,2000
81001,1,Gadus morhua,291,2008
81005,3,Gadus morhua,291,2002
81006,2,Gadus morhua,291,2006
81011,7,Gadus morhua,291,1995
81012,4,Gadus morhua,291,2003
81013,6,Gadus morhua,291,2000
81020,9,Gadus morhua,291,1997
81023,13,Gadus morhua,291,2007
81025,20,Gadus morhua,291,1998
81032,1,Gadus morhua,291,1996
81033,1,Gadus morhua,291,1999
81056,1,Scorpaenidae,291,1996
81057,1,Scorpaenidae,291,2001
81058,1,Scorpaenidae,291,2003
81077,1,Anguilla anguilla,292,1999
81078,1,Anguilla anguilla,292,2006
81079,2,Anguilla anguilla,292,1996
81080,2,Anguilla anguilla,292,1997
81081,2,Anguilla anguilla,292,2000
81082,2,Anguilla anguilla,292,2002
81085,10,Anguilla anguilla,292,2001
81157,3,Ctenolabrus rupestris,292,1995
81158,3,Ctenolabrus rupestris,292,1997
81159,3,Ctenolabrus rupestris,292,1998
81160,3,Ctenolabrus rupestris,292,1999
81161,3,Ctenolabrus rupestris,292,2000
81162,3,Ctenolabrus rupestris,292,2001
81163,3,Ctenolabrus rupestris,292,2002
81164,3,Ctenolabrus rupestris,292,2004
81165,3,Ctenolabrus rupestris,292,2005
81166,3,Ctenolabrus rupestris,292,2006
81167,3,Ctenolabrus rupestris,292,2007
81168,3,Ctenolabrus rupestris,292,2008
81180,1,Labrus bergylta,292,1996
81181,1,Labrus bergylta,292,1998
81182,1,Labrus bergylta,292,1999
81183,1,Labrus bergylta,292,2002
81184,1,Labrus bergylta,292,2005
81195,1,Cyanea capillata,292,1995
81196,1,Cyanea capillata,292,1996
81197,1,Cyanea capillata,292,1999
81198,1,Cyanea capillata,292,2008
81205,7,Cyanea capillata,292,1998
81207,10,Cyanea capillata,292,2004
81211,600,Cyanea capillata,292,2003
81229,3,Sprattus sprattus,292,1995
81230,3,Sprattus sprattus,292,1996
81231,3,Sprattus sprattus,292,1999
81232,3,Sprattus sprattus,292,2002
81233,3,Sprattus sprattus,292,2005
81239,4,Sprattus sprattus,292,1998
81242,5,Sprattus sprattus,292,2004
81253,1,Symphodus melops,292,1995
81254,1,Symphodus melops,292,1998
81256,2,Symphodus melops,292,2004
81265,3,Symphodus melops,292,1999
81266,3,Symphodus melops,292,2000
81269,4,Symphodus melops,292,2008
81273,5,Symphodus melops,292,2001
81274,5,Symphodus melops,292,2002
81275,5,Symphodus melops,292,2005
81276,5,Symphodus melops,292,2006
81281,1,Entelurus aequoreus,292,2004
81282,2,Crangon crangon,292,1996
81290,1,Merlangius merlangus,292,1995
81291,1,Merlangius merlangus,292,2002
81295,2,Merlangius merlangus,292,2004
81296,2,Merlangius merlangus,292,2005
81302,9,Merlangius merlangus,292,1998
81309,2,Crystallogobius linearis,292,2000
81310,2,Crystallogobius linearis,292,2006
81311,2,Crystallogobius linearis,292,2007
81320,3,Crystallogobius linearis,292,1999
81321,3,Crystallogobius linearis,292,2008
81332,1,Pollachius pollachius,292,2006
81337,2,Pollachius pollachius,292,2007
81349,1,Pollachius pollachius,292,2004
81353,2,Scomber scombrus,292,2003
81357,2,Manetyngel unknown,292,2007
81359,3,Manetyngel unknown,292,2008
81405,3,Pomatoschistus minutus,292,1995
81406,3,Pomatoschistus minutus,292,1996
81407,3,Pomatoschistus minutus,292,1997
81408,3,Pomatoschistus minutus,292,1998
81409,3,Pomatoschistus minutus,292,1999
81410,3,Pomatoschistus minutus,292,2000
81411,3,Pomatoschistus minutus,292,2001
81412,3,Pomatoschistus minutus,292,2002
81413,3,Pomatoschistus minutus,292,2003
81414,3,Pomatoschistus minutus,292,2004
81415,3,Pomatoschistus minutus,292,2005
81416,3,Pomatoschistus minutus,292,2006
81417,3,Pomatoschistus minutus,292,2007
81418,3,Pomatoschistus minutus,292,2008
81428,1,Pollachius virens,292,1998
81430,2,Pollachius virens,292,1995
81434,45,Pollachius virens,292,2000
81435,2,Pollachius virens,292,1996
81436,2,Pollachius virens,292,2003
81437,19,Pollachius virens,292,2001
81438,1,Hyperoplus lanceolatus,292,1999
81439,1,Hyperoplus lanceolatus,292,2006
81440,1,Hyperoplus lanceolatus,292,2008
81445,3,Hyperoplus lanceolatus,292,1995
81446,3,Hyperoplus lanceolatus,292,1998
81455,2,Clupea harengus,292,1996
81456,2,Clupea harengus,292,2002
81457,2,Clupea harengus,292,2005
81465,3,Clupea harengus,292,1995
81466,3,Clupea harengus,292,1998
81482,2,Salmo trutta,292,2008
81490,2,Asteroidea,292,1996
81506,1,Platichthys flesus,292,1997
81515,2,Platichthys flesus,292,1996
81527,3,Platichthys flesus,292,2001
81534,2,Scophthalmus rhombus,292,2001
81535,2,Scophthalmus rhombus,292,2002
81536,2,Scophthalmus rhombus,292,2003
81537,1,Gasterosteidae,292,2008
81546,1,Carcinus maenas,292,1996
81547,1,Carcinus maenas,292,2003
81560,3,Carcinus maenas,292,1997
81566,2,Palaemon adspersus,292,2008
81578,5,Palaemon adspersus,292,1997
81583,1,Trachurus trachurus,292,2004
81584,2,Trachurus trachurus,292,1998
81585,3,Trachurus trachurus,292,2005
81591,2,Gobiusculus flavescens,292,1999
81592,2,Gobiusculus flavescens,292,2000
81593,2,Gobiusculus flavescens,292,2001
81612,3,Gobiusculus flavescens,292,2003
81613,3,Gobiusculus flavescens,292,2008
81616,4,Gobiusculus flavescens,292,2006
81617,4,Gobiusculus flavescens,292,2007
81627,1,Sygnathus typhle,292,1996
81628,1,Sygnathus typhle,292,1998
81629,1,Sygnathus typhle,292,2007
81630,1,Sygnathus typhle,292,2008
81654,1,Spinachia spinachia,292,1995
81655,1,Spinachia spinachia,292,1998
81656,1,Spinachia spinachia,292,2006
81659,2,Spinachia spinachia,292,1996
81660,2,Spinachia spinachia,292,2000
81685,1,Gadus morhua,292,2003
81692,2,Gadus morhua,292,2000
81693,2,Gadus morhua,292,2006
81694,2,Gadus morhua,292,2007
81701,19,Gadus morhua,292,1998
81709,1,Gadus morhua,292,1995
81711,2,Gadus morhua,292,2004
81744,3,Scorpaenidae,292,1997
81760,1,Anguilla anguilla,293,1996
81828,3,Ctenolabrus rupestris,293,1997
81829,3,Ctenolabrus rupestris,293,1998
81830,3,Ctenolabrus rupestris,293,2000
81831,3,Ctenolabrus rupestris,293,2001
81832,3,Ctenolabrus rupestris,293,2002
81833,3,Ctenolabrus rupestris,293,2003
81834,3,Ctenolabrus rupestris,293,2004
81835,3,Ctenolabrus rupestris,293,2005
81836,3,Ctenolabrus rupestris,293,2006
81837,3,Ctenolabrus rupestris,293,2007
81838,3,Ctenolabrus rupestris,293,2008
81853,1,Labrus bergylta,293,2002
81854,1,Labrus bergylta,293,2004
81859,3,Labrus bergylta,293,2001
81860,3,Labrus bergylta,293,2008
81869,1,Cyanea capillata,293,2000
81872,3,Cyanea capillata,293,1998
81873,5,Cyanea capillata,293,2004
81875,100,Cyanea capillata,293,2003
81881,3,Sprattus sprattus,293,1999
81889,5,Sprattus sprattus,293,2001
81902,1,Symphodus melops,293,1996
81903,2,Symphodus melops,293,2000
81904,2,Symphodus melops,293,2004
81905,2,Symphodus melops,293,2006
81914,4,Symphodus melops,293,1999
81915,4,Symphodus melops,293,2003
81916,4,Symphodus melops,293,2005
81917,4,Symphodus melops,293,2007
81918,4,Symphodus melops,293,2008
81921,5,Symphodus melops,293,2001
81922,5,Symphodus melops,293,2002
81926,1,Crangon crangon,293,1995
81934,2,Merlangius merlangus,293,2002
81935,2,Merlangius merlangus,293,2003
81939,4,Merlangius merlangus,293,1998
81954,1,Eutrigla gurnardus,293,1999
81956,1,Echinoidea,293,1995
81959,2,Echinoidea,293,2006
81965,3,Echinoidea,293,2004
81968,2,Crystallogobius linearis,293,1995
81969,2,Crystallogobius linearis,293,2006
81975,3,Crystallogobius linearis,293,1997
81976,3,Crystallogobius linearis,293,2000
81977,3,Crystallogobius linearis,293,2005
81978,3,Crystallogobius linearis,293,2007
81979,3,Crystallogobius linearis,293,2008
81982,4,Crystallogobius linearis,293,2002
81983,4,Crystallogobius linearis,293,2004
82008,2,Manetyngel unknown,293,2007
82009,2,Manetyngel unknown,293,2008
82015,1,Psetta maxima,293,1999
82058,3,Pomatoschistus minutus,293,1995
82059,3,Pomatoschistus minutus,293,1996
82060,3,Pomatoschistus minutus,293,1997
82061,3,Pomatoschistus minutus,293,1998
82062,3,Pomatoschistus minutus,293,1999
82063,3,Pomatoschistus minutus,293,2000
82064,3,Pomatoschistus minutus,293,2001
82065,3,Pomatoschistus minutus,293,2002
82066,3,Pomatoschistus minutus,293,2003
82067,3,Pomatoschistus minutus,293,2004
82068,3,Pomatoschistus minutus,293,2005
82069,3,Pomatoschistus minutus,293,2006
82070,3,Pomatoschistus minutus,293,2007
82071,3,Pomatoschistus minutus,293,2008
82116,1,Asteroidea,293,2002
82130,1,Platichthys flesus,293,1995
82131,1,Platichthys flesus,293,1998
82132,1,Platichthys flesus,293,2004
82133,1,Platichthys flesus,293,2006
82134,1,Platichthys flesus,293,2007
82140,2,Platichthys flesus,293,1997
82141,2,Platichthys flesus,293,2001
82142,2,Platichthys flesus,293,2003
82153,3,Platichthys flesus,293,2000
82158,2,Gasterosteidae,293,2008
82170,1,Carcinus maenas,293,1995
82171,1,Carcinus maenas,293,1997
82180,3,Carcinus maenas,293,1999
82181,3,Carcinus maenas,293,2004
82189,2,Palaemon adspersus,293,1996
82190,2,Palaemon adspersus,293,2000
82191,2,Palaemon adspersus,293,2002
82192,2,Palaemon adspersus,293,2004
82193,2,Palaemon adspersus,293,2006
82198,3,Palaemon adspersus,293,1999
82199,4,Palaemon adspersus,293,1997
82202,1,Trachurus trachurus,293,1998
82203,2,Trachurus trachurus,293,2004
82209,2,Gobiusculus flavescens,293,1995
82210,2,Gobiusculus flavescens,293,1996
82211,2,Gobiusculus flavescens,293,1999
82212,2,Gobiusculus flavescens,293,2003
82213,2,Gobiusculus flavescens,293,2005
82232,3,Gobiusculus flavescens,293,1997
82233,3,Gobiusculus flavescens,293,1998
82234,3,Gobiusculus flavescens,293,2000
82235,3,Gobiusculus flavescens,293,2007
82237,4,Gobiusculus flavescens,293,2002
82238,4,Gobiusculus flavescens,293,2004
82239,4,Gobiusculus flavescens,293,2006
82240,4,Gobiusculus flavescens,293,2008
82249,1,Sygnathus typhle,293,1996
82250,1,Sygnathus typhle,293,1998
82251,1,Sygnathus typhle,293,2000
82252,1,Sygnathus typhle,293,2003
82253,1,Sygnathus typhle,293,2007
82280,1,Spinachia spinachia,293,1996
82281,1,Spinachia spinachia,293,2004
82282,1,Spinachia spinachia,293,2008
82286,2,Spinachia spinachia,293,1998
82287,2,Spinachia spinachia,293,2000
82304,1,Gadus morhua,293,2000
82305,1,Gadus morhua,293,2002
82306,1,Gadus morhua,293,2005
82311,2,Gadus morhua,293,2007
82317,7,Gadus morhua,293,1998
82321,1,Gadus morhua,293,2006
82352,1,Anguilla anguilla,294,1995
82353,1,Anguilla anguilla,294,1998
82359,3,Anguilla anguilla,294,1997
82360,4,Anguilla anguilla,294,1996
82388,3,Ctenolabrus rupestris,294,1997
82389,3,Ctenolabrus rupestris,294,1998
82390,3,Ctenolabrus rupestris,294,1999
82391,3,Ctenolabrus rupestris,294,2000
82392,3,Ctenolabrus rupestris,294,2001
82393,3,Ctenolabrus rupestris,294,2002
82394,3,Ctenolabrus rupestris,294,2003
82395,3,Ctenolabrus rupestris,294,2004
82396,3,Ctenolabrus rupestris,294,2005
82397,3,Ctenolabrus rupestris,294,2006
82398,3,Ctenolabrus rupestris,294,2007
82399,3,Ctenolabrus rupestris,294,2008
82405,1,Labrus bergylta,294,2000
82406,1,Labrus bergylta,294,2003
82409,2,Cyanea capillata,294,1995
82410,1,Sprattus sprattus,294,1999
82419,1,Pagurus prideaux,294,2004
